
Program Started
AES		 , nan		 ,  0		 , 0FFT		 , nan		 ,  0		 , 2SHA		 , nan		 ,  0		 , 0BFS		 , nan		 ,  0		 , 2KMP		 , nan		 ,  0		 , 0GEMM		 , nan		 ,  0		 , 3SORT		 , nan		 ,  0		 , 0SPMV		 , nan		 ,  0		 , 1
AES		 , 0.000		 ,  0		 , 43FFT		 , 0.000		 ,  0		 , 50SHA		 , 0.000		 ,  0		 , 65BFS		 , 0.000		 ,  0		 , 46KMP		 , 0.000		 ,  0		 , 39GEMM		 , 0.000		 ,  0		 , 55SORT		 , 0.000		 ,  0		 , 49SPMV		 , 0.000		 ,  0		 , 45
AES		 , 0.000		 ,  0		 , 44FFT		 , 0.000		 ,  0		 , 50SHA		 , 0.000		 ,  0		 , 65BFS		 , 0.000		 ,  0		 , 46KMP		 , 0.000		 ,  0		 , 40GEMM		 , 0.000		 ,  0		 , 55SORT		 , 0.000		 ,  0		 , 53SPMV		 , 0.000		 ,  0		 , 47
AES		 , 0.000		 ,  0		 , 45FFT		 , 0.000		 ,  0		 , 52SHA		 , 0.000		 ,  0		 , 66BFS		 , 0.000		 ,  0		 , 46KMP		 , 0.000		 ,  0		 , 42GEMM		 , 0.000		 ,  0		 , 55SORT		 , 0.000		 ,  0		 , 53SPMV		 , 0.000		 ,  0		 , 49
AES		 , 0.000		 ,  0		 , 46FFT		 , 0.000		 ,  0		 , 52SHA		 , 0.000		 ,  0		 , 66BFS		 , 0.000		 ,  0		 , 48KMP		 , 0.000		 ,  0		 , 43GEMM		 , 0.000		 ,  0		 , 57SORT		 , 0.000		 ,  0		 , 54SPMV		 , 0.000		 ,  0		 , 50
AES		 , 0.000		 ,  0		 , 46FFT		 , 0.000		 ,  0		 , 52SHA		 , 0.000		 ,  0		 , 67BFS		 , 0.000		 ,  0		 , 50KMP		 , 0.000		 ,  0		 , 44GEMM		 , 0.000		 ,  0		 , 59SORT		 , 0.000		 ,  0		 , 55SPMV		 , 0.000		 ,  0		 , 51
AES		 , 0.000		 ,  0		 , 47FFT		 , 0.000		 ,  0		 , 54SHA		 , 0.000		 ,  0		 , 68BFS		 , 0.000		 ,  0		 , 52KMP		 , 0.000		 ,  0		 , 44GEMM		 , 0.000		 ,  0		 , 59SORT		 , 0.000		 ,  0		 , 56SPMV		 , 0.000		 ,  0		 , 52
AES		 , 0.000		 ,  0		 , 47FFT		 , 0.000		 ,  0		 , 55SHA		 , 0.000		 ,  0		 , 71BFS		 , 0.000		 ,  0		 , 54KMP		 , 0.000		 ,  0		 , 46GEMM		 , 0.000		 ,  0		 , 59SORT		 , 0.000		 ,  0		 , 56SPMV		 , 0.000		 ,  0		 , 52
AES		 , 0.000		 ,  0		 , 49FFT		 , 0.000		 ,  0		 , 56SHA		 , 0.000		 ,  0		 , 71BFS		 , 0.000		 ,  0		 , 54KMP		 , 0.000		 ,  0		 , 47GEMM		 , 0.000		 ,  0		 , 59SORT		 , 0.000		 ,  0		 , 57SPMV		 , 0.000		 ,  0		 , 55
AES		 , 0.000		 ,  0		 , 50FFT		 , 0.000		 ,  0		 , 56SHA		 , 0.000		 ,  0		 , 72BFS		 , 0.000		 ,  0		 , 56KMP		 , 0.000		 ,  0		 , 49GEMM		 , 0.000		 ,  0		 , 59SORT		 , 0.000		 ,  0		 , 57SPMV		 , 0.000		 ,  0		 , 57
AES		 , 0.000		 ,  0		 , 51FFT		 , 0.000		 ,  0		 , 56SHA		 , 0.000		 ,  0		 , 72BFS		 , 0.000		 ,  0		 , 58KMP		 , 0.000		 ,  0		 , 50GEMM		 , 0.000		 ,  0		 , 62SORT		 , 0.000		 ,  0		 , 57SPMV		 , 0.000		 ,  0		 , 58
AES		 , 0.000		 ,  0		 , 52FFT		 , 0.000		 ,  0		 , 57SHA		 , 0.000		 ,  0		 , 73BFS		 , 0.000		 ,  0		 , 58KMP		 , 0.000		 ,  0		 , 51GEMM		 , 0.000		 ,  0		 , 62SORT		 , 0.000		 ,  0		 , 57SPMV		 , 0.000		 ,  0		 , 62
AES		 , 0.000		 ,  0		 , 52FFT		 , 0.000		 ,  0		 , 57SHA		 , 0.000		 ,  0		 , 74BFS		 , 0.000		 ,  0		 , 58KMP		 , 0.000		 ,  0		 , 52GEMM		 , 0.000		 ,  0		 , 64SORT		 , 0.000		 ,  0		 , 58SPMV		 , 0.000		 ,  0		 , 65
AES		 , 0.000		 ,  0		 , 53FFT		 , 0.000		 ,  0		 , 57SHA		 , 0.000		 ,  0		 , 75BFS		 , 0.000		 ,  0		 , 60KMP		 , 0.000		 ,  0		 , 54GEMM		 , 0.000		 ,  0		 , 65SORT		 , 0.000		 ,  0		 , 58SPMV		 , 0.000		 ,  0		 , 66
AES		 , 0.000		 ,  0		 , 54FFT		 , 0.000		 ,  0		 , 58SHA		 , 0.000		 ,  0		 , 76BFS		 , 0.000		 ,  0		 , 61KMP		 , 0.000		 ,  0		 , 55GEMM		 , 0.000		 ,  0		 , 65SORT		 , 0.000		 ,  0		 , 59SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 56FFT		 , 0.000		 ,  0		 , 59SHA		 , 0.000		 ,  0		 , 77BFS		 , 0.000		 ,  0		 , 63KMP		 , 0.000		 ,  0		 , 55GEMM		 , 0.000		 ,  0		 , 66SORT		 , 0.000		 ,  0		 , 60SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 59FFT		 , 0.000		 ,  0		 , 60SHA		 , 0.000		 ,  0		 , 77BFS		 , 0.000		 ,  0		 , 64KMP		 , 0.000		 ,  0		 , 56GEMM		 , 0.000		 ,  0		 , 67SORT		 , 0.000		 ,  0		 , 61SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 61FFT		 , 0.000		 ,  0		 , 62SHA		 , 0.000		 ,  0		 , 78BFS		 , 0.000		 ,  0		 , 65KMP		 , 0.000		 ,  0		 , 56GEMM		 , 0.000		 ,  0		 , 68SORT		 , 0.000		 ,  0		 , 62SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 61FFT		 , 0.000		 ,  0		 , 63SHA		 , 0.000		 ,  0		 , 78BFS		 , 0.000		 ,  0		 , 66KMP		 , 0.000		 ,  0		 , 59GEMM		 , 0.000		 ,  0		 , 69SORT		 , 0.000		 ,  0		 , 64SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 63FFT		 , 0.000		 ,  0		 , 63SHA		 , 0.000		 ,  0		 , 80BFS		 , 0.000		 ,  0		 , 67KMP		 , 0.000		 ,  0		 , 62GEMM		 , 0.000		 ,  0		 , 69SORT		 , 0.000		 ,  0		 , 64SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 66FFT		 , 0.000		 ,  0		 , 64SHA		 , 0.000		 ,  0		 , 83BFS		 , 0.000		 ,  0		 , 67KMP		 , 0.000		 ,  0		 , 63GEMM		 , 0.000		 ,  0		 , 69SORT		 , 0.000		 ,  0		 , 64SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 66FFT		 , 0.000		 ,  0		 , 66SHA		 , 0.000		 ,  0		 , 84BFS		 , 0.000		 ,  0		 , 67KMP		 , 0.000		 ,  0		 , 63GEMM		 , 0.000		 ,  0		 , 71SORT		 , 0.000		 ,  0		 , 67SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 67FFT		 , 0.000		 ,  0		 , 66SHA		 , 0.000		 ,  0		 , 84BFS		 , 0.000		 ,  0		 , 70KMP		 , 0.000		 ,  0		 , 65GEMM		 , 0.000		 ,  0		 , 71SORT		 , 0.000		 ,  0		 , 69SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 67FFT		 , 0.000		 ,  0		 , 69SHA		 , 0.000		 ,  0		 , 84BFS		 , 0.000		 ,  0		 , 71KMP		 , 0.000		 ,  0		 , 67GEMM		 , 0.000		 ,  0		 , 72SORT		 , 0.000		 ,  0		 , 70SPMV		 , 0.000		 ,  0		 , 68
AES		 , 0.000		 ,  0		 , 67FFT		 , 0.000		 ,  0		 , 70SHA		 , 0.000		 ,  0		 , 87BFS		 , 0.000		 ,  0		 , 73KMP		 , 0.000		 ,  0		 , 67GEMM		 , 0.000		 ,  0		 , 73SORT		 , 0.000		 ,  0		 , 70SPMV		 , 0.000		 ,  0		 , 69
AES		 , 0.000		 ,  0		 , 69FFT		 , 0.000		 ,  0		 , 72SHA		 , 0.000		 ,  0		 , 89BFS		 , 0.000		 ,  0		 , 73KMP		 , 0.000		 ,  0		 , 68GEMM		 , 0.000		 ,  0		 , 73SORT		 , 0.000		 ,  0		 , 70SPMV		 , 0.000		 ,  0		 , 70
AES		 , 0.000		 ,  0		 , 71FFT		 , 0.000		 ,  0		 , 73SHA		 , 0.000		 ,  0		 , 90BFS		 , 0.000		 ,  0		 , 74KMP		 , 0.000		 ,  0		 , 70GEMM		 , 0.000		 ,  0		 , 74SORT		 , 0.000		 ,  0		 , 70SPMV		 , 0.000		 ,  0		 , 70
AES		 , 0.000		 ,  0		 , 71FFT		 , 0.000		 ,  0		 , 73SHA		 , 0.000		 ,  0		 , 91BFS		 , 0.000		 ,  0		 , 75KMP		 , 0.000		 ,  0		 , 73GEMM		 , 0.000		 ,  0		 , 75SORT		 , 0.000		 ,  0		 , 70SPMV		 , 0.000		 ,  0		 , 72
AES		 , 0.000		 ,  0		 , 71FFT		 , 0.000		 ,  0		 , 74SHA		 , 0.000		 ,  0		 , 91BFS		 , 0.000		 ,  0		 , 75KMP		 , 0.000		 ,  0		 , 76GEMM		 , 0.000		 ,  0		 , 75SORT		 , 0.000		 ,  0		 , 72SPMV		 , 0.000		 ,  0		 , 74
AES		 , 0.000		 ,  0		 , 72FFT		 , 0.000		 ,  0		 , 74SHA		 , 0.000		 ,  0		 , 92BFS		 , 0.000		 ,  0		 , 75KMP		 , 0.000		 ,  0		 , 77GEMM		 , 0.000		 ,  0		 , 78SORT		 , 0.000		 ,  0		 , 74SPMV		 , 0.000		 ,  0		 , 74
AES		 , 0.000		 ,  0		 , 72FFT		 , 0.000		 ,  0		 , 75SHA		 , 0.000		 ,  0		 , 92BFS		 , 0.000		 ,  0		 , 75KMP		 , 0.000		 ,  0		 , 80GEMM		 , 0.000		 ,  0		 , 79SORT		 , 0.000		 ,  0		 , 75SPMV		 , 0.000		 ,  0		 , 76
AES		 , 0.000		 ,  0		 , 72FFT		 , 0.000		 ,  0		 , 77SHA		 , 0.000		 ,  0		 , 92BFS		 , 0.000		 ,  0		 , 77KMP		 , 0.000		 ,  0		 , 80GEMM		 , 0.000		 ,  0		 , 80SORT		 , 0.000		 ,  0		 , 76SPMV		 , 0.000		 ,  0		 , 78
AES		 , 0.000		 ,  0		 , 73FFT		 , 0.000		 ,  0		 , 77SHA		 , 0.000		 ,  0		 , 93BFS		 , 0.000		 ,  0		 , 79KMP		 , 0.000		 ,  0		 , 81GEMM		 , 0.000		 ,  0		 , 80SORT		 , 0.000		 ,  0		 , 77SPMV		 , 0.000		 ,  0		 , 80
AES		 , 0.000		 ,  0		 , 73FFT		 , 0.000		 ,  0		 , 78SHA		 , 0.000		 ,  0		 , 94BFS		 , 0.000		 ,  0		 , 80KMP		 , 0.000		 ,  0		 , 82GEMM		 , 0.000		 ,  0		 , 80SORT		 , 0.000		 ,  0		 , 79SPMV		 , 0.000		 ,  0		 , 82
